ProviderId,DataYear,SurveysCompleted,SurveyResponseRate,MeasureStartDate,MeasureEndDate
100118,2013,300 or more,35,NULL,NULL
100118,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100118,2015,1805,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100118,2016,1855,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100121,2009,300 or More,21,NULL,NULL
100121,2010,300 or more,27,NULL,NULL
100121,2011,300 or more,23,NULL,NULL
100121,2012,300 or more,25,NULL,NULL
100121,2013,300 or more,27,NULL,NULL
100121,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100121,2015,505,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100121,2016,486,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100122,2009,300 or More,30,NULL,NULL
100122,2010,300 or more,27,NULL,NULL
100122,2011,300 or more,25,NULL,NULL
100122,2012,300 or more,30,NULL,NULL
100122,2013,300 or more,32,NULL,NULL
100122,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100122,2015,596,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100122,2016,594,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100124,2009,300 or More,21,NULL,NULL
100124,2010,300 or more,25,NULL,NULL
100124,2011,300 or more,22,NULL,NULL
100124,2012,300 or more,24,NULL,NULL
100124,2013,300 or more,23,NULL,NULL
100124,2014,300 or more,21,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100124,2015,503,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100124,2016,499,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100125,2009,300 or More,20,NULL,NULL
100125,2010,300 or more,21,NULL,NULL
100125,2011,300 or more,19,NULL,NULL
100125,2012,300 or more,20,NULL,NULL
100125,2013,300 or more,17,NULL,NULL
100125,2014,300 or more,15,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100125,2015,425,12,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100125,2016,457,12,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100126,2009,300 or More,34,NULL,NULL
100126,2010,300 or more,28,NULL,NULL
100126,2011,300 or more,27,NULL,NULL
100126,2012,300 or more,35,NULL,NULL
100126,2013,300 or more,39,NULL,NULL
100126,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100126,2015,759,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100126,2016,785,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100127,2009,300 or More,35,NULL,NULL
100127,2010,300 or more,37,NULL,NULL
100127,2011,300 or more,36,NULL,NULL
100127,2012,300 or more,36,NULL,NULL
100127,2013,300 or more,34,NULL,NULL
100127,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100127,2015,4829,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100127,2016,5263,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100128,2009,300 or More,26,NULL,NULL
100128,2010,300 or more,26,NULL,NULL
100128,2011,300 or more,26,NULL,NULL
100128,2012,300 or more,26,NULL,NULL
100128,2013,300 or more,27,NULL,NULL
100128,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100128,2015,3650,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100128,2016,3263,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100130,2009,Between 100 and 299,12,NULL,NULL
100130,2010,Between 100 and 299,27,NULL,NULL
100130,2011,300 or more,50,NULL,NULL
100130,2012,300 or more,45,NULL,NULL
100130,2013,300 or more,42,NULL,NULL
100130,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100130,2015,362,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100130,2016,325,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100131,2009,300 or More,20,NULL,NULL
100131,2010,300 or more,26,NULL,NULL
100131,2011,300 or more,23,NULL,NULL
100131,2012,300 or more,25,NULL,NULL
100131,2013,300 or more,26,NULL,NULL
100131,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100131,2015,1088,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100131,2016,1213,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100132,2009,300 or More,25,NULL,NULL
100132,2010,300 or more,23,NULL,NULL
100132,2011,300 or more,23,NULL,NULL
100132,2012,300 or more,26,NULL,NULL
100132,2013,300 or more,25,NULL,NULL
100132,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100132,2015,1028,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100132,2016,1049,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100135,2009,300 or More,32,NULL,NULL
100135,2010,300 or more,32,NULL,NULL
100135,2011,300 or more,28,NULL,NULL
100135,2012,300 or more,27,NULL,NULL
100135,2013,300 or more,28,NULL,NULL
100135,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100135,2015,753,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100135,2016,688,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100137,2009,300 or More,30,NULL,NULL
100137,2010,300 or more,34,NULL,NULL
100137,2011,300 or more,29,NULL,NULL
100137,2012,300 or more,29,NULL,NULL
100137,2013,300 or more,28,NULL,NULL
100137,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100137,2015,695,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100137,2016,650,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100139,2009,Between 100 and 299,40,NULL,NULL
100139,2010,Between 100 and 299,N/A,NULL,NULL
100139,2011,Between 100 and 299,40,NULL,NULL
100139,2012,Not Available,Not Available,NULL,NULL
100139,2013,Not Available,Not Available,NULL,NULL
100140,2009,300 or More,30,NULL,NULL
100140,2010,300 or more,30,NULL,NULL
100140,2011,300 or more,30,NULL,NULL
100140,2012,300 or more,28,NULL,NULL
100140,2013,300 or more,26,NULL,NULL
100140,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100140,2015,303,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100140,2016,400,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100142,2009,Between 100 and 299,18,NULL,NULL
100142,2010,300 or more,21,NULL,NULL
100142,2011,300 or more,20,NULL,NULL
100142,2012,300 or more,30,NULL,NULL
100142,2013,300 or more,29,NULL,NULL
100142,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100142,2015,426,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100142,2016,444,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100150,2009,300 or More,21,NULL,NULL
100150,2010,300 or more,29,NULL,NULL
100150,2011,300 or more,26,NULL,NULL
100150,2012,300 or more,27,NULL,NULL
100150,2013,300 or more,26,NULL,NULL
100150,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100150,2015,450,20,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100150,2016,546,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100151,2009,300 or More,49,NULL,NULL
100151,2010,300 or more,43,NULL,NULL
100151,2011,300 or more,37,NULL,NULL
100151,2012,300 or more,40,NULL,NULL
100151,2013,300 or more,34,NULL,NULL
100151,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100151,2015,3212,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100151,2016,2493,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100154,2009,300 or More,34,NULL,NULL
100154,2010,300 or more,34,NULL,NULL
100154,2011,300 or more,31,NULL,NULL
100154,2012,300 or more,32,NULL,NULL
100154,2013,300 or more,31,NULL,NULL
100154,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100154,2015,401,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100154,2016,373,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100156,2009,300 or More,24,NULL,NULL
100156,2010,300 or more,33,NULL,NULL
100156,2011,300 or more,29,NULL,NULL
100156,2012,300 or more,32,NULL,NULL
100156,2013,300 or more,33,NULL,NULL
100156,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100156,2015,866,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100156,2016,816,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100157,2009,300 or More,29,NULL,NULL
100157,2010,300 or more,29,NULL,NULL
100157,2011,300 or more,27,NULL,NULL
100157,2012,300 or more,30,NULL,NULL
100157,2013,300 or more,29,NULL,NULL
100157,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100157,2015,7307,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100157,2016,7307,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100160,2009,Between 100 and 299,37,NULL,NULL
100161,2009,300 or More,25,NULL,NULL
100161,2010,300 or more,32,NULL,NULL
100161,2011,300 or more,27,NULL,NULL
100161,2012,300 or more,27,NULL,NULL
100161,2013,300 or more,27,NULL,NULL
100161,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100161,2015,1157,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100161,2016,1224,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100166,2009,300 or More,39,NULL,NULL
100166,2010,300 or more,36,NULL,NULL
100166,2011,300 or more,35,NULL,NULL
100166,2012,300 or more,34,NULL,NULL
100166,2013,300 or more,34,NULL,NULL
100166,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100166,2015,1143,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100166,2016,1148,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100167,2009,300 or More,14,NULL,NULL
100167,2010,300 or more,26,NULL,NULL
100167,2011,300 or more,23,NULL,NULL
100167,2012,300 or more,25,NULL,NULL
100167,2013,300 or more,24,NULL,NULL
100167,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100167,2015,2145,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100167,2016,2328,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100168,2009,300 or More,41,NULL,NULL
100168,2010,300 or more,39,NULL,NULL
100168,2011,300 or more,43,NULL,NULL
100168,2012,300 or more,42,NULL,NULL
100168,2013,300 or more,41,NULL,NULL
100168,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100168,2015,2771,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100168,2016,2766,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100173,2009,300 or More,29,NULL,NULL
100173,2010,300 or more,26,NULL,NULL
100173,2011,300 or more,26,NULL,NULL
100173,2012,300 or more,28,NULL,NULL
100173,2013,300 or more,27,NULL,NULL
100173,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100173,2015,2021,21,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100173,2016,2059,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100175,2009,Between 100 and 299,15,NULL,NULL
100175,2010,Between 100 and 299,16,NULL,NULL
100175,2011,Between 100 and 299,15,NULL,NULL
100175,2012,300 or more,19,NULL,NULL
100175,2013,300 or more,30,NULL,NULL
100175,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100175,2015,354,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100175,2016,301,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100176,2009,300 or More,38,NULL,NULL
100176,2010,300 or more,35,NULL,NULL
100176,2011,300 or more,33,NULL,NULL
100176,2012,300 or more,35,NULL,NULL
100176,2013,300 or more,42,NULL,NULL
100176,2014,300 or more,44,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100176,2015,476,38,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100176,2016,469,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100177,2009,300 or More,36,NULL,NULL
100177,2010,300 or more,41,NULL,NULL
100177,2011,300 or more,38,NULL,NULL
100177,2012,300 or more,35,NULL,NULL
100177,2013,300 or more,35,NULL,NULL
100177,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100177,2015,1038,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100177,2016,996,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100179,2009,300 or More,23,NULL,NULL
100179,2010,300 or more,29,NULL,NULL
100179,2011,300 or more,26,NULL,NULL
100179,2012,300 or more,29,NULL,NULL
100179,2013,300 or more,29,NULL,NULL
100179,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100179,2015,1404,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100179,2016,2228,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100180,2009,300 or More,25,NULL,NULL
100180,2010,300 or more,26,NULL,NULL
100180,2011,300 or more,24,NULL,NULL
100180,2012,300 or more,24,NULL,NULL
100180,2013,300 or more,24,NULL,NULL
100180,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100180,2015,711,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100180,2016,686,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100181,2009,Between 100 and 299,19,NULL,NULL
100181,2010,Between 100 and 299,13,NULL,NULL
100181,2011,Between 100 and 299,17,NULL,NULL
100181,2012,Fewer than 100,8,NULL,NULL
100181,2013,Fewer than 100,17,NULL,NULL
100181,2014,Between 100 and 299,15,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100181,2015,193,9,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100181,2016,168,9,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100183,2009,300 or More,25,NULL,NULL
100183,2010,300 or more,28,NULL,NULL
100183,2011,300 or more,26,NULL,NULL
100183,2012,300 or more,27,NULL,NULL
100183,2013,300 or more,36,NULL,NULL
100183,2014,300 or more,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100183,2015,554,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100183,2016,537,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100187,2009,300 or More,29,NULL,NULL
100187,2010,300 or more,27,NULL,NULL
100187,2011,300 or more,27,NULL,NULL
100187,2012,300 or more,26,NULL,NULL
100187,2013,300 or more,35,NULL,NULL
100187,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100187,2015,494,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100187,2016,488,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100189,2009,300 or More,25,NULL,NULL
100189,2010,300 or more,30,NULL,NULL
100189,2011,300 or more,28,NULL,NULL
100189,2012,300 or more,27,NULL,NULL
100189,2013,300 or more,26,NULL,NULL
100189,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100189,2015,1080,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100189,2016,1507,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100191,2009,300 or More,32,NULL,NULL
100191,2010,300 or more,31,NULL,NULL
100191,2011,300 or more,28,NULL,NULL
100191,2012,300 or more,28,NULL,NULL
100191,2013,300 or more,28,NULL,NULL
100191,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100191,2015,1082,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100191,2016,1181,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100200,2009,300 or More,25,NULL,NULL
100200,2010,300 or more,23,NULL,NULL
100200,2011,300 or more,22,NULL,NULL
100200,2012,300 or more,22,NULL,NULL
100200,2013,300 or more,21,NULL,NULL
100200,2014,300 or more,21,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100200,2015,987,21,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100200,2016,972,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100204,2009,300 or More,32,NULL,NULL
100204,2010,300 or more,37,NULL,NULL
100204,2011,300 or more,34,NULL,NULL
100204,2012,300 or more,35,NULL,NULL
100204,2013,300 or more,34,NULL,NULL
100204,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100204,2015,1161,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100204,2016,1211,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100206,2009,300 or More,30,NULL,NULL
100206,2010,300 or more,26,NULL,NULL
100206,2011,300 or more,30,NULL,NULL
100206,2012,300 or more,30,NULL,NULL
100206,2013,300 or more,31,NULL,NULL
100206,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100206,2015,626,24,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100206,2016,639,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100209,2009,300 or More,16,NULL,NULL
100209,2010,300 or more,20,NULL,NULL
100209,2011,300 or more,18,NULL,NULL
100209,2012,300 or more,21,NULL,NULL
100209,2013,300 or more,23,NULL,NULL
100209,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100209,2015,1126,24,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100209,2016,1357,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100210,2009,300 or More,28,NULL,NULL
100211,2009,300 or More,33,NULL,NULL
100211,2010,300 or more,32,NULL,NULL
100211,2011,300 or more,33,NULL,NULL
100211,2012,300 or more,30,NULL,NULL
100211,2013,300 or more,27,NULL,NULL
100211,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100211,2015,512,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100211,2016,484,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100212,2009,300 or More,33,NULL,NULL
100212,2010,300 or more,35,NULL,NULL
100212,2011,300 or more,33,NULL,NULL
100212,2012,300 or more,36,NULL,NULL
100212,2013,300 or more,35,NULL,NULL
100212,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100212,2015,2479,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100212,2016,2547,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100213,2009,300 or More,40,NULL,NULL
100213,2010,300 or more,36,NULL,NULL
100213,2011,300 or more,33,NULL,NULL
100213,2012,300 or more,34,NULL,NULL
100213,2013,300 or more,33,NULL,NULL
100213,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100213,2015,1185,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100213,2016,1132,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100217,2009,300 or More,37,NULL,NULL
100217,2010,300 or more,40,NULL,NULL
100217,2011,300 or more,42,NULL,NULL
100217,2012,300 or more,39,NULL,NULL
100217,2013,300 or more,39,NULL,NULL
100217,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100217,2015,692,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100217,2016,574,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100220,2009,300 or More,36,NULL,NULL
100220,2010,300 or more,34,NULL,NULL
100220,2011,300 or more,33,NULL,NULL
100220,2012,300 or more,37,NULL,NULL
100220,2013,300 or more,35,NULL,NULL
100220,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100220,2015,868,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100220,2016,769,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100223,2009,300 or More,29,NULL,NULL
100223,2010,300 or more,34,NULL,NULL
100223,2011,300 or more,32,NULL,NULL
100223,2012,300 or more,32,NULL,NULL
100223,2013,300 or more,32,NULL,NULL
100223,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100223,2015,1086,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100223,2016,1251,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100224,2009,300 or More,27,NULL,NULL
100224,2010,300 or more,29,NULL,NULL
100224,2011,300 or more,27,NULL,NULL
100224,2012,300 or more,26,NULL,NULL
100224,2013,300 or more,26,NULL,NULL
100224,2014,300 or more,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100224,2015,1021,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100224,2016,1053,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100226,2009,300 or More,24,NULL,NULL
100226,2010,300 or more,29,NULL,NULL
100226,2011,300 or more,27,NULL,NULL
100226,2012,300 or more,28,NULL,NULL
100226,2013,300 or more,28,NULL,NULL
100226,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100226,2015,1065,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100226,2016,1564,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100228,2009,300 or More,30,NULL,NULL
100228,2010,300 or more,31,NULL,NULL
100228,2011,300 or more,28,NULL,NULL
100228,2012,300 or more,31,NULL,NULL
100228,2013,300 or more,28,NULL,NULL
100228,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100228,2015,1125,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100228,2016,1219,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100230,2009,300 or More,26,NULL,NULL
100230,2010,300 or more,26,NULL,NULL
100230,2011,300 or more,25,NULL,NULL
100230,2012,300 or more,27,NULL,NULL
100230,2013,300 or more,25,NULL,NULL
100230,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100230,2015,755,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100230,2016,678,19,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100231,2009,300 or More,30,NULL,NULL
100231,2010,300 or more,35,NULL,NULL
100231,2011,300 or more,32,NULL,NULL
100231,2012,300 or more,34,NULL,NULL
100231,2013,300 or more,34,NULL,NULL
100231,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100231,2015,1880,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100231,2016,1776,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100232,2009,300 or More,24,NULL,NULL
100232,2010,300 or more,26,NULL,NULL
100232,2011,300 or more,25,NULL,NULL
100232,2012,300 or more,25,NULL,NULL
100232,2013,300 or more,28,NULL,NULL
100232,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100232,2015,625,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100232,2016,613,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100234,2009,300 or More,23,NULL,NULL
100234,2010,300 or more,30,NULL,NULL
100234,2011,300 or more,27,NULL,NULL
100234,2012,300 or more,29,NULL,NULL
100234,2013,300 or more,28,NULL,NULL
100234,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100234,2015,528,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100234,2016,501,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100236,2009,300 or More,41,NULL,NULL
100236,2010,300 or more,37,NULL,NULL
100236,2011,300 or more,33,NULL,NULL
100236,2012,300 or more,35,NULL,NULL
100236,2013,300 or more,34,NULL,NULL
100236,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100236,2015,1266,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100236,2016,1436,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100238,2009,300 or More,27,NULL,NULL
100238,2010,300 or more,30,NULL,NULL
100238,2011,300 or more,26,NULL,NULL
100238,2012,300 or more,28,NULL,NULL
100238,2013,300 or more,27,NULL,NULL
100238,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100238,2015,1406,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100238,2016,1391,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100239,2009,300 or More,26,NULL,NULL
100239,2010,300 or more,30,NULL,NULL
100239,2011,300 or more,26,NULL,NULL
100239,2012,300 or more,28,NULL,NULL
100239,2013,300 or more,27,NULL,NULL
100239,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100240,2009,Fewer than 100,40,NULL,NULL
100240,2010,Fewer than 100,54,NULL,NULL
100240,2011,Fewer than 100,46,NULL,NULL
100240,2012,Fewer than 100,57,NULL,NULL
100240,2013,Fewer than 100,41,NULL,NULL
100240,2014,Fewer than 100,52,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100240,2015,FEWER THAN 50,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100240,2016,FEWER THAN 50,44,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100242,2009,300 or More,28,NULL,NULL
100242,2010,300 or more,34,NULL,NULL
100242,2011,300 or more,32,NULL,NULL
100242,2012,300 or more,31,NULL,NULL
100242,2013,300 or more,31,NULL,NULL
100242,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100242,2015,1122,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100242,2016,1259,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100243,2009,300 or More,25,NULL,NULL
100243,2010,300 or more,29,NULL,NULL
100243,2011,300 or more,26,NULL,NULL
100243,2012,300 or more,27,NULL,NULL
100243,2013,300 or more,27,NULL,NULL
100243,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100243,2015,1080,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100243,2016,1149,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100244,2009,300 or More,38,NULL,NULL
100244,2010,300 or more,36,NULL,NULL
100244,2011,300 or more,35,NULL,NULL
100244,2012,300 or more,36,NULL,NULL
100244,2013,300 or more,38,NULL,NULL
100244,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100244,2015,900,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100244,2016,779,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100246,2009,300 or More,26,NULL,NULL
100246,2010,300 or more,32,NULL,NULL
100246,2011,300 or more,29,NULL,NULL
100246,2012,300 or more,28,NULL,NULL
100246,2013,300 or more,27,NULL,NULL
100246,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
100246,2015,1079,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
100246,2016,1189,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
100248,2009,300 or More,34,NULL,NULL
100248,2010,300 or more,34,NULL,NULL
100248,2011,300 or more,30,NULL,NULL
100248,2012,300 or more,30,NULL,NULL
100248,2013,300 or more,31,NULL,NULL
